Transaction_ID,Date,Client_ID,Account_Number,Transaction_Type,Amount,Currency,Exchange_Rate,Amount_in_USD,Client_Sector,Client_Industry,Region,Country,City,Branch_Code,Transaction_Status,Employee_ID,Employee_Role,Risk_Score,Fraud_Flag,Approval_Status,Settlement_Date,Maturity_Date,Interest_Rate,Collateral_Type,Loan_Type,Purpose
1089,2025-12-24,2252,3326133,Transfer,819050.4,GBP,1.1385,932488.88,Corporate,Finance,Europe,Germany,Sao Paulo,248,Completed,662,Associate,0.485,0,Rejected,2025-12-25,2026-12-24,0.068,None,Installment,Debt Refinancing
1090,2025-12-25,3900,8948140,Withdrawal,337993.28,USD,0.5506,186099.1,Corporate,Technology,Asia,USA,Berlin,479,Pending,671,Analyst,0.519,0,Pending,2025-12-26,2026-12-25,0.094,Property,Short-term,Business Expansion
1091,2025-12-26,4981,6720626,Deposit,827696.17,JPY,1.4263,1180543.05,SME,Technology,South America,USA,Berlin,910,Pending,328,Associate,0.134,0,Approved,2025-12-27,2026-12-26,0.086,Stocks,Long-term,Equipment Purchase
1092,2025-12-27,1577,7221714,Deposit,1597.34,GBP,1.4616,2334.67,Corporate,Manufacturing,North America,USA,Sao Paulo,127,Pending,870,Associate,0.517,1,Rejected,2025-12-28,2026-12-27,0.011,Bonds,Short-term,Business Expansion
1093,2025-12-28,3122,7374825,Transfer,308511.33,JPY,0.6895,212718.56,Retail,Healthcare,Asia,Japan,New York,248,Pending,459,Associate,0.049,0,Approved,2025-12-29,2026-12-28,0.07,Property,Installment,Working Capital
1094,2025-12-29,1434,6005858,Transfer,241924.05,EUR,1.1764,284599.45,SME,Healthcare,North America,USA,Tokyo,519,Completed,104,Director,0.882,1,Approved,2025-12-30,2026-12-29,0.037,None,Revolving,Equipment Purchase
1095,2025-12-30,3150,8028722,Transfer,234333.79,GBP,0.5923,138795.9,Retail,Technology,Europe,USA,Sao Paulo,379,Completed,127,Associate,0.343,1,Rejected,2025-12-31,2026-12-30,0.051,Property,Installment,Equipment Purchase
1096,2025-12-31,4493,9221252,Deposit,69118.43,GBP,1.2295,84981.11,Corporate,Technology,South America,Germany,Tokyo,281,Failed,865,Director,0.856,0,Approved,2026-01-01,2026-12-31,0.018,Bonds,Installment,Business Expansion
1097,2026-01-01,4775,9975708,Withdrawal,187937.15,JPY,0.8473,159239.15,Retail,Manufacturing,Asia,Brazil,New York,265,Failed,463,Director,0.702,0,Approved,2026-01-02,2027-01-01,0.035,None,Revolving,Equipment Purchase
1098,2026-01-02,1763,4415871,Withdrawal,555994.02,GBP,1.1811,656684.54,SME,Technology,Europe,USA,New York,116,Pending,561,Analyst,0.766,1,Rejected,2026-01-03,2027-01-02,0.067,None,Revolving,Business Expansion
1099,2026-01-03,3785,2877971,Deposit,292069.71,GBP,0.8729,254947.65,SME,Manufacturing,South America,Brazil,Sao Paulo,249,Failed,330,Manager,0.315,1,Rejected,2026-01-04,2027-01-03,0.03,Property,Short-term,Business Expansion
1100,2026-01-04,3853,8997488,Payment,417977.39,GBP,0.6456,269846.2,Retail,Healthcare,South America,USA,Berlin,438,Pending,494,Director,0.228,1,Pending,2026-01-05,2027-01-04,0.068,Bonds,Long-term,Business Expansion
1101,2026-01-05,2329,7814612,Withdrawal,377490.01,USD,0.9061,342043.7,Retail,Healthcare,North America,USA,New York,144,Completed,968,Director,0.407,1,Rejected,2026-01-06,2027-01-05,0.093,None,Long-term,Equipment Purchase
1102,2026-01-06,3145,5963401,Transfer,876029.02,USD,0.6127,536742.98,Retail,Manufacturing,North America,Brazil,New York,601,Completed,811,Manager,0.024,0,Approved,2026-01-07,2027-01-06,0.01,Bonds,Long-term,Equipment Purchase
1103,2026-01-07,4921,3866757,Payment,905393.7,GBP,1.0769,975018.48,SME,Technology,Europe,Germany,Sao Paulo,941,Failed,943,Director,0.919,0,Rejected,2026-01-08,2027-01-07,0.081,Stocks,Short-term,Debt Refinancing
1104,2026-01-08,3845,6913318,Payment,493464.01,USD,0.541,266964.03,Corporate,Healthcare,North America,USA,Sao Paulo,288,Completed,370,Manager,0.387,0,Pending,2026-01-09,2027-01-08,0.068,Property,Short-term,Business Expansion
1105,2026-01-09,2358,7741286,Withdrawal,330825.79,EUR,1.0273,339857.33,Retail,Finance,Europe,Brazil,Sao Paulo,750,Completed,950,Analyst,0.989,1,Rejected,2026-01-10,2027-01-09,0.014,Bonds,Revolving,Business Expansion
1106,2026-01-10,3906,2577969,Payment,107693.9,GBP,1.3864,149306.82,Corporate,Manufacturing,Europe,USA,New York,160,Pending,403,Associate,0.761,1,Approved,2026-01-11,2027-01-10,0.081,Stocks,Long-term,Business Expansion
1107,2026-01-11,3482,4651387,Payment,953449.48,EUR,1.3379,1275620.06,SME,Healthcare,Europe,Japan,Tokyo,393,Failed,482,Manager,0.081,0,Rejected,2026-01-12,2027-01-11,0.03,Stocks,Installment,Business Expansion
1108,2026-01-12,1446,2711672,Withdrawal,61166.72,JPY,1.3828,84581.34,Retail,Healthcare,North America,Japan,New York,933,Completed,657,Associate,0.66,0,Approved,2026-01-13,2027-01-12,0.034,Bonds,Short-term,Business Expansion
1109,2026-01-13,3017,6905950,Withdrawal,298352.63,EUR,1.422,424257.44,Retail,Healthcare,Asia,Japan,Sao Paulo,132,Failed,127,Manager,0.271,0,Rejected,2026-01-14,2027-01-13,0.018,Bonds,Installment,Business Expansion
1110,2026-01-14,2331,4212883,Payment,298768.13,JPY,0.6045,180605.33,SME,Finance,Europe,Japan,Berlin,398,Completed,618,Associate,0.244,1,Pending,2026-01-15,2027-01-14,0.058,Property,Long-term,Business Expansion
1111,2026-01-15,1248,4028631,Transfer,321080.88,GBP,0.6287,201863.55,Retail,Finance,Asia,Germany,Berlin,514,Pending,843,Analyst,0.257,1,Pending,2026-01-16,2027-01-15,0.055,Property,Long-term,Debt Refinancing
1112,2026-01-16,1165,8232212,Deposit,165122.56,JPY,1.057,174534.55,Corporate,Finance,South America,Japan,Sao Paulo,723,Completed,298,Director,0.916,1,Rejected,2026-01-17,2027-01-16,0.041,None,Short-term,Debt Refinancing
1113,2026-01-17,4552,7423959,Payment,783378.27,JPY,1.394,1092029.31,SME,Technology,North America,Brazil,Berlin,902,Failed,705,Analyst,0.5,0,Approved,2026-01-18,2027-01-17,0.025,Property,Short-term,Working Capital
1114,2026-01-18,4031,7984297,Payment,123375.36,EUR,1.4743,181892.29,SME,Manufacturing,North America,USA,New York,648,Failed,181,Director,0.669,0,Pending,2026-01-19,2027-01-18,0.085,Bonds,Revolving,Business Expansion
1115,2026-01-19,2358,5024733,Transfer,635271.75,EUR,0.5463,347048.96,Retail,Technology,Asia,Brazil,Tokyo,530,Pending,187,Associate,0.281,0,Approved,2026-01-20,2027-01-19,0.089,None,Installment,Business Expansion
1116,2026-01-20,2019,5859221,Payment,124722.18,EUR,0.8558,106737.24,SME,Finance,South America,Japan,New York,594,Completed,489,Associate,0.523,0,Rejected,2026-01-21,2027-01-20,0.059,Stocks,Revolving,Debt Refinancing
1117,2026-01-21,1541,4801250,Payment,71465.1,GBP,0.7129,50947.47,Retail,Manufacturing,South America,Germany,Sao Paulo,199,Pending,797,Director,0.35,0,Pending,2026-01-22,2027-01-21,0.032,Stocks,Revolving,Debt Refinancing
1118,2026-01-22,1758,1019675,Deposit,909520.07,GBP,1.256,1142357.21,Retail,Technology,Europe,Japan,New York,122,Failed,854,Manager,0.321,0,Pending,2026-01-23,2027-01-22,0.019,Bonds,Installment,Business Expansion
1119,2026-01-23,4177,9462605,Deposit,190938.64,EUR,1.1402,217708.24,SME,Technology,North America,Japan,Berlin,519,Pending,679,Analyst,0.247,1,Approved,2026-01-24,2027-01-23,0.088,None,Long-term,Business Expansion
1120,2026-01-24,4634,1486799,Deposit,821428.9,GBP,0.6199,509203.78,Retail,Technology,South America,Germany,New York,523,Completed,922,Manager,0.409,0,Pending,2026-01-25,2027-01-24,0.019,None,Installment,Debt Refinancing
1121,2026-01-25,3128,7810805,Withdrawal,545086.24,GBP,0.9835,536092.32,Corporate,Finance,South America,Germany,Tokyo,586,Completed,550,Associate,0.66,0,Approved,2026-01-26,2027-01-25,0.011,Property,Long-term,Debt Refinancing
1122,2026-01-26,3180,3238057,Withdrawal,78778.66,JPY,1.1854,93384.22,Corporate,Healthcare,Europe,Germany,Berlin,829,Pending,532,Analyst,0.222,1,Approved,2026-01-27,2027-01-26,0.052,Stocks,Revolving,Working Capital
1123,2026-01-27,1796,5464344,Deposit,955492.74,JPY,1.279,1222075.21,Retail,Manufacturing,Europe,Germany,Tokyo,188,Failed,473,Analyst,0.965,1,Rejected,2026-01-28,2027-01-27,0.076,Stocks,Long-term,Working Capital
1124,2026-01-28,3947,1566088,Deposit,247714.21,EUR,0.5201,128836.16,Corporate,Finance,Asia,Germany,Tokyo,308,Failed,534,Manager,0.125,1,Approved,2026-01-29,2027-01-28,0.051,Property,Long-term,Business Expansion
1125,2026-01-29,1137,7558947,Withdrawal,859785.7,GBP,1.3905,1195532.02,Retail,Manufacturing,North America,Germany,Tokyo,370,Pending,286,Director,0.48,1,Pending,2026-01-30,2027-01-29,0.015,Stocks,Long-term,Debt Refinancing
1126,2026-01-30,3231,1658003,Transfer,169641.2,JPY,1.0693,181397.34,Corporate,Finance,South America,USA,New York,848,Completed,850,Director,0.085,1,Approved,2026-01-31,2027-01-30,0.072,Property,Installment,Working Capital
1127,2026-01-31,4472,1805113,Payment,854088.94,USD,1.3119,1120479.28,SME,Technology,Asia,Japan,New York,505,Completed,489,Analyst,0.023,1,Pending,2026-02-01,2027-01-31,0.068,Stocks,Long-term,Business Expansion
1128,2026-02-01,2353,6028035,Payment,14215.58,GBP,1.3079,18592.56,Retail,Technology,North America,Japan,New York,820,Completed,317,Director,0.923,0,Approved,2026-02-02,2027-02-01,0.071,Stocks,Installment,Working Capital
1129,2026-02-02,3832,5034464,Deposit,512268.68,USD,0.6899,353414.16,Retail,Healthcare,Asia,Germany,New York,377,Completed,207,Associate,0.81,0,Rejected,2026-02-03,2027-02-02,0.029,Stocks,Short-term,Working Capital
1130,2026-02-03,4579,3092101,Transfer,769673.14,EUR,0.6102,469654.55,Retail,Healthcare,North America,Brazil,Berlin,305,Failed,918,Manager,0.694,0,Rejected,2026-02-04,2027-02-03,0.082,Property,Short-term,Working Capital
1131,2026-02-04,2875,6995134,Withdrawal,934860.72,GBP,1.2213,1141745.4,Retail,Manufacturing,North America,Germany,New York,689,Completed,649,Manager,0.865,0,Approved,2026-02-05,2027-02-04,0.053,Stocks,Revolving,Equipment Purchase
1132,2026-02-05,4031,9503967,Deposit,909292.93,EUR,0.6564,596859.88,Retail,Healthcare,South America,USA,Berlin,427,Pending,448,Manager,0.803,1,Approved,2026-02-06,2027-02-05,0.058,Stocks,Revolving,Business Expansion
1133,2026-02-06,1068,7208714,Transfer,819805.24,EUR,1.3499,1106655.09,Retail,Healthcare,North America,Brazil,Tokyo,709,Pending,887,Analyst,0.647,1,Approved,2026-02-07,2027-02-06,0.059,None,Installment,Working Capital
1134,2026-02-07,3593,7762126,Transfer,888303.16,EUR,1.2262,1089237.33,SME,Manufacturing,Europe,USA,Berlin,957,Pending,621,Analyst,0.847,0,Rejected,2026-02-08,2027-02-07,0.036,Stocks,Long-term,Business Expansion
1135,2026-02-08,4845,7342057,Transfer,200020.47,EUR,1.3418,268387.47,SME,Finance,South America,Brazil,Sao Paulo,976,Pending,125,Director,0.391,1,Approved,2026-02-09,2027-02-08,0.033,Bonds,Long-term,Business Expansion
1136,2026-02-09,3100,4541483,Withdrawal,284900.11,EUR,0.799,227635.19,Corporate,Healthcare,Europe,Brazil,New York,961,Completed,147,Manager,0.553,1,Approved,2026-02-10,2027-02-09,0.01,Stocks,Short-term,Debt Refinancing
1137,2026-02-10,2473,2512760,Withdrawal,289679.56,GBP,0.8166,236552.33,Retail,Finance,Asia,Germany,Sao Paulo,435,Failed,958,Associate,0.776,0,Pending,2026-02-11,2027-02-10,0.046,Stocks,Installment,Business Expansion
1138,2026-02-11,1204,4557689,Payment,377676.88,USD,1.1712,442335.16,Corporate,Technology,Asia,USA,Berlin,705,Completed,469,Associate,0.085,0,Rejected,2026-02-12,2027-02-11,0.054,None,Long-term,Working Capital
1139,2026-02-12,3173,2863236,Payment,393927.35,GBP,0.5314,209332.99,Corporate,Healthcare,North America,Brazil,New York,691,Failed,113,Manager,0.859,0,Rejected,2026-02-13,2027-02-12,0.077,None,Long-term,Business Expansion
1140,2026-02-13,4818,8863426,Transfer,545010.77,GBP,1.2265,668455.71,SME,Technology,North America,USA,Sao Paulo,137,Completed,711,Analyst,0.157,0,Approved,2026-02-14,2027-02-13,0.016,Property,Installment,Debt Refinancing
1141,2026-02-14,1042,1450930,Transfer,160719.88,GBP,1.3358,214689.62,Corporate,Technology,Europe,Germany,New York,327,Failed,286,Analyst,0.865,0,Approved,2026-02-15,2027-02-14,0.093,Property,Revolving,Equipment Purchase
1142,2026-02-15,4823,8402324,Withdrawal,691555.42,JPY,0.9152,632911.52,SME,Finance,Europe,Germany,Berlin,582,Pending,623,Analyst,0.311,0,Pending,2026-02-16,2027-02-15,0.034,Bonds,Installment,Equipment Purchase
1143,2026-02-16,2906,8946232,Payment,168398.97,JPY,1.2649,213007.86,Corporate,Manufacturing,Europe,Germany,Sao Paulo,233,Pending,983,Associate,0.327,0,Approved,2026-02-17,2027-02-16,0.043,None,Installment,Debt Refinancing
1144,2026-02-17,3158,4498408,Transfer,310998.17,GBP,0.6746,209799.37,Retail,Healthcare,Asia,Germany,Berlin,807,Failed,990,Manager,0.074,0,Rejected,2026-02-18,2027-02-17,0.014,Property,Long-term,Working Capital
1145,2026-02-18,1760,6403252,Payment,503841.79,USD,0.8223,414309.1,Corporate,Finance,Europe,Japan,Sao Paulo,489,Failed,378,Associate,0.886,1,Pending,2026-02-19,2027-02-18,0.069,Property,Short-term,Working Capital
1146,2026-02-19,4734,1091006,Payment,796644.12,GBP,1.4743,1174492.43,SME,Manufacturing,South America,Brazil,Tokyo,893,Failed,440,Manager,0.175,0,Rejected,2026-02-20,2027-02-19,0.074,Property,Long-term,Working Capital
1147,2026-02-20,4254,5151785,Transfer,739729.76,EUR,1.4863,1099460.34,SME,Technology,South America,Japan,Tokyo,712,Pending,427,Associate,0.63,1,Approved,2026-02-21,2027-02-20,0.094,None,Long-term,Business Expansion
1148,2026-02-21,3895,1688725,Withdrawal,645888.82,JPY,1.0126,654027.02,SME,Healthcare,Asia,Germany,Tokyo,524,Pending,778,Associate,0.644,0,Pending,2026-02-22,2027-02-21,0.04,None,Long-term,Equipment Purchase
1149,2026-02-22,3142,1206487,Transfer,156617.49,JPY,1.4343,224636.47,Corporate,Technology,Europe,Brazil,Tokyo,686,Completed,733,Director,0.281,1,Rejected,2026-02-23,2027-02-22,0.033,Bonds,Installment,Working Capital
1150,2026-02-23,2994,7389308,Transfer,547498.3,GBP,1.0227,559926.51,Corporate,Technology,Europe,Brazil,Tokyo,905,Failed,706,Associate,0.986,0,Rejected,2026-02-24,2027-02-23,0.075,None,Installment,Equipment Purchase
1151,2026-02-24,4445,4637820,Payment,88359.06,GBP,0.7916,69945.03,SME,Healthcare,North America,USA,Berlin,609,Failed,124,Manager,0.064,0,Rejected,2026-02-25,2027-02-24,0.074,None,Long-term,Debt Refinancing
1152,2026-02-25,2935,4284321,Transfer,377985.81,USD,0.7669,289877.32,Retail,Manufacturing,South America,Germany,Tokyo,819,Failed,628,Associate,0.608,0,Approved,2026-02-26,2027-02-25,0.094,None,Long-term,Equipment Purchase
1153,2026-02-26,4591,8018523,Withdrawal,414103.01,USD,1.4295,591960.25,Retail,Manufacturing,Asia,Japan,Berlin,694,Pending,525,Director,0.48,0,Approved,2026-02-27,2027-02-26,0.028,Bonds,Short-term,Working Capital
1154,2026-02-27,1899,1678841,Transfer,40771.63,EUR,0.6724,27414.84,Corporate,Healthcare,Europe,USA,Tokyo,526,Failed,128,Director,0.245,0,Approved,2026-02-28,2027-02-27,0.073,Stocks,Revolving,Equipment Purchase
1155,2026-02-28,1359,6420712,Withdrawal,274714.11,GBP,1.0796,296581.35,Corporate,Healthcare,North America,Brazil,New York,754,Failed,422,Manager,0.164,1,Approved,2026-03-01,2027-02-28,0.016,Stocks,Long-term,Debt Refinancing
1156,2026-03-01,3947,4452501,Withdrawal,955693.82,GBP,1.0555,1008734.83,SME,Finance,Asia,Japan,Tokyo,573,Pending,952,Director,0.737,0,Rejected,2026-03-02,2027-03-01,0.053,Property,Installment,Equipment Purchase
1157,2026-03-02,2719,9433840,Payment,953678.98,GBP,1.2396,1182180.46,Corporate,Finance,Asia,Germany,New York,667,Failed,412,Director,0.916,0,Pending,2026-03-03,2027-03-02,0.021,Stocks,Revolving,Business Expansion
1158,2026-03-03,1280,3445840,Deposit,352974.73,JPY,0.9992,352692.35,Corporate,Technology,South America,Japan,Berlin,460,Completed,683,Analyst,0.108,0,Approved,2026-03-04,2027-03-03,0.069,Stocks,Revolving,Debt Refinancing
1159,2026-03-04,4266,6451973,Deposit,44057.01,EUR,0.7723,34025.23,SME,Healthcare,Europe,Japan,Tokyo,898,Pending,369,Manager,0.194,1,Pending,2026-03-05,2027-03-04,0.064,Bonds,Short-term,Business Expansion
1160,2026-03-05,2887,2379904,Payment,179915.84,USD,0.6694,120435.66,SME,Manufacturing,Asia,Japan,Sao Paulo,310,Pending,861,Director,0.986,1,Rejected,2026-03-06,2027-03-05,0.014,Bonds,Revolving,Business Expansion
1161,2026-03-06,4266,8353172,Transfer,392825.58,JPY,1.1208,440278.91,Corporate,Technology,North America,USA,Berlin,278,Pending,394,Director,0.015,1,Approved,2026-03-07,2027-03-06,0.039,Stocks,Long-term,Working Capital
1162,2026-03-07,1666,2437188,Payment,947831.92,JPY,1.219,1155407.11,Retail,Technology,North America,Brazil,Tokyo,157,Completed,755,Director,0.508,1,Rejected,2026-03-08,2027-03-07,0.046,Stocks,Long-term,Working Capital
1163,2026-03-08,1092,2656321,Withdrawal,142057.86,JPY,1.0695,151930.88,Corporate,Technology,Asia,Japan,Berlin,172,Pending,885,Manager,0.516,1,Approved,2026-03-09,2027-03-08,0.032,Stocks,Installment,Debt Refinancing
1164,2026-03-09,1671,1538645,Deposit,763752.33,JPY,1.2384,945830.89,Retail,Technology,North America,Brazil,Sao Paulo,314,Pending,322,Analyst,0.263,1,Approved,2026-03-10,2027-03-09,0.013,Property,Long-term,Working Capital
1165,2026-03-10,2969,6354552,Payment,109573.86,EUR,0.6415,70291.63,Retail,Manufacturing,Asia,USA,Tokyo,877,Pending,174,Associate,0.663,0,Pending,2026-03-11,2027-03-10,0.039,Bonds,Long-term,Equipment Purchase
1166,2026-03-11,1060,5525121,Transfer,981276.32,GBP,1.3825,1356614.51,Retail,Technology,North America,Germany,Sao Paulo,172,Pending,201,Analyst,0.945,0,Rejected,2026-03-12,2027-03-11,0.081,Stocks,Short-term,Debt Refinancing
1167,2026-03-12,3681,6832801,Payment,382234.88,USD,1.0824,413731.03,SME,Healthcare,Asia,Germany,Tokyo,566,Completed,631,Manager,0.45,0,Rejected,2026-03-13,2027-03-12,0.042,None,Revolving,Working Capital
1168,2026-03-13,4122,7911855,Deposit,775459.3,USD,0.6268,486057.89,SME,Finance,Asia,Japan,New York,370,Failed,728,Manager,0.749,1,Rejected,2026-03-14,2027-03-13,0.039,Stocks,Short-term,Working Capital
1169,2026-03-14,4474,7550091,Payment,343248.49,JPY,0.9619,330170.72,SME,Manufacturing,Asia,USA,Berlin,598,Failed,785,Manager,0.646,0,Pending,2026-03-15,2027-03-14,0.095,None,Revolving,Equipment Purchase
1170,2026-03-15,4860,8790574,Payment,628041.21,JPY,1.3448,844589.82,Corporate,Healthcare,North America,Germany,Sao Paulo,453,Pending,984,Associate,0.473,0,Pending,2026-03-16,2027-03-15,0.014,Property,Short-term,Business Expansion
1171,2026-03-16,2028,4366823,Deposit,192824.07,EUR,1.3976,269490.92,SME,Healthcare,Asia,USA,Berlin,333,Completed,272,Manager,0.05,1,Rejected,2026-03-17,2027-03-16,0.079,None,Installment,Equipment Purchase
1172,2026-03-17,2489,8370683,Withdrawal,146875.0,JPY,0.7646,112300.62,SME,Healthcare,South America,USA,Sao Paulo,418,Pending,103,Analyst,0.742,0,Rejected,2026-03-18,2027-03-17,0.053,Bonds,Short-term,Business Expansion
1173,2026-03-18,1603,3167354,Withdrawal,938126.08,USD,1.2113,1136352.12,Corporate,Finance,Asia,Japan,Berlin,118,Failed,951,Director,0.363,0,Approved,2026-03-19,2027-03-18,0.095,Property,Short-term,Working Capital
1174,2026-03-19,1681,7439522,Deposit,917729.63,USD,0.6,550637.78,Corporate,Finance,Europe,Japan,Berlin,724,Failed,578,Director,0.224,0,Approved,2026-03-20,2027-03-19,0.045,Property,Installment,Business Expansion
1175,2026-03-20,4900,6047999,Payment,887581.47,GBP,0.5335,473524.71,Retail,Finance,Europe,USA,Berlin,674,Completed,759,Manager,0.948,1,Pending,2026-03-21,2027-03-20,0.074,Stocks,Long-term,Business Expansion
1176,2026-03-21,3581,5385010,Deposit,625808.02,GBP,1.0604,663606.82,Corporate,Healthcare,South America,USA,New York,471,Failed,494,Manager,0.774,1,Approved,2026-03-22,2027-03-21,0.016,Property,Long-term,Working Capital
1177,2026-03-22,2428,5818750,Withdrawal,808459.94,USD,1.1948,965947.94,Corporate,Finance,Asia,Japan,Tokyo,283,Pending,725,Associate,0.962,0,Rejected,2026-03-23,2027-03-22,0.094,Property,Installment,Debt Refinancing
1178,2026-03-23,3885,5991536,Transfer,69967.9,USD,1.2958,90664.4,SME,Technology,Europe,USA,New York,376,Completed,932,Director,0.256,0,Rejected,2026-03-24,2027-03-23,0.041,None,Installment,Equipment Purchase
1179,2026-03-24,4584,4471750,Payment,335454.25,EUR,0.8402,281848.66,Retail,Finance,Asia,Japan,Berlin,773,Failed,266,Associate,0.836,1,Approved,2026-03-25,2027-03-24,0.057,Stocks,Short-term,Working Capital
1180,2026-03-25,3692,5475156,Withdrawal,314389.42,EUR,0.5065,159238.24,Retail,Manufacturing,Europe,Brazil,Sao Paulo,854,Pending,399,Associate,0.608,1,Approved,2026-03-26,2027-03-25,0.022,Bonds,Installment,Equipment Purchase
1181,2026-03-26,3280,3765331,Payment,636009.68,USD,0.9795,622971.48,Corporate,Healthcare,North America,USA,Berlin,244,Completed,217,Associate,0.982,1,Pending,2026-03-27,2027-03-26,0.095,Stocks,Installment,Equipment Purchase
1182,2026-03-27,1523,9070297,Deposit,356601.82,JPY,0.5159,183970.88,SME,Healthcare,North America,Japan,Tokyo,757,Pending,611,Associate,0.946,1,Approved,2026-03-28,2027-03-27,0.071,Bonds,Revolving,Business Expansion
1183,2026-03-28,3393,9976766,Transfer,149358.27,GBP,0.592,88420.1,SME,Technology,South America,USA,New York,180,Failed,711,Analyst,0.973,0,Pending,2026-03-29,2027-03-28,0.015,None,Revolving,Working Capital
1184,2026-03-29,4117,3630723,Deposit,596870.61,USD,0.8267,493432.93,SME,Finance,South America,Japan,Tokyo,421,Pending,885,Manager,0.952,1,Approved,2026-03-30,2027-03-29,0.024,Property,Long-term,Debt Refinancing
1185,2026-03-30,3593,1865139,Transfer,814569.54,JPY,0.9372,763414.57,SME,Finance,Asia,USA,Sao Paulo,534,Completed,274,Manager,0.008,0,Approved,2026-03-31,2027-03-30,0.046,Property,Installment,Equipment Purchase
1186,2026-03-31,2968,8543159,Payment,382741.37,USD,0.7795,298346.9,Corporate,Manufacturing,South America,Germany,Tokyo,932,Pending,258,Associate,0.741,1,Approved,2026-04-01,2027-03-31,0.03,Stocks,Short-term,Equipment Purchase
1187,2026-04-01,2101,6384935,Payment,133136.45,GBP,1.0819,144040.33,SME,Technology,Asia,Germany,New York,142,Failed,483,Associate,0.272,0,Approved,2026-04-02,2027-04-01,0.037,Stocks,Long-term,Debt Refinancing
1188,2026-04-02,2753,3901717,Deposit,197491.51,GBP,0.5553,109667.04,Retail,Manufacturing,North America,USA,Sao Paulo,412,Completed,326,Analyst,0.705,1,Rejected,2026-04-03,2027-04-02,0.1,Stocks,Long-term,Equipment Purchase
1189,2026-04-03,2836,7285939,Transfer,238245.82,EUR,0.6446,153573.26,Retail,Manufacturing,North America,Germany,Tokyo,392,Completed,137,Associate,0.981,1,Rejected,2026-04-04,2027-04-03,0.069,Property,Long-term,Working Capital
1190,2026-04-04,4994,7816525,Transfer,300597.7,EUR,1.1953,359304.43,Corporate,Healthcare,Europe,USA,New York,787,Failed,562,Analyst,0.039,1,Rejected,2026-04-05,2027-04-04,0.093,Property,Installment,Debt Refinancing
1191,2026-04-05,4144,3211738,Payment,643152.28,EUR,0.6421,412968.08,SME,Healthcare,Asia,USA,New York,987,Pending,530,Analyst,0.567,0,Approved,2026-04-06,2027-04-05,0.049,None,Installment,Working Capital
1192,2026-04-06,3841,6692796,Deposit,601344.54,EUR,1.1398,685412.51,SME,Finance,North America,Brazil,Berlin,168,Pending,809,Associate,0.735,0,Pending,2026-04-07,2027-04-06,0.074,Bonds,Short-term,Debt Refinancing
1193,2026-04-07,3296,9678376,Transfer,696383.78,GBP,0.5547,386284.08,SME,Finance,North America,Brazil,Tokyo,155,Failed,747,Manager,0.253,0,Approved,2026-04-08,2027-04-07,0.051,Stocks,Short-term,Equipment Purchase
1194,2026-04-08,3094,7822567,Payment,363139.48,JPY,0.9074,329512.76,SME,Manufacturing,Asia,Germany,Sao Paulo,730,Completed,203,Analyst,0.225,0,Rejected,2026-04-09,2027-04-08,0.04,Property,Long-term,Debt Refinancing
1195,2026-04-09,2144,3639929,Withdrawal,824173.65,JPY,0.6774,558295.23,Corporate,Finance,Europe,Brazil,Berlin,303,Failed,292,Manager,0.06,1,Pending,2026-04-10,2027-04-09,0.057,Bonds,Installment,Working Capital
1196,2026-04-10,3261,4133211,Deposit,204883.57,JPY,0.6096,124897.02,SME,Manufacturing,Europe,Brazil,Tokyo,519,Completed,349,Manager,0.094,1,Pending,2026-04-11,2027-04-10,0.048,Stocks,Short-term,Debt Refinancing
1197,2026-04-11,3286,8440449,Withdrawal,469571.71,USD,1.067,501033.01,Corporate,Finance,Europe,USA,Tokyo,666,Completed,112,Analyst,0.657,1,Rejected,2026-04-12,2027-04-11,0.098,Stocks,Revolving,Equipment Purchase
1198,2026-04-12,2079,2726199,Deposit,801137.78,EUR,1.4283,1144265.09,SME,Finance,Europe,Japan,Sao Paulo,649,Pending,666,Director,0.505,0,Approved,2026-04-13,2027-04-12,0.055,Bonds,Revolving,Business Expansion
1199,2026-04-13,3397,6071915,Payment,180978.49,EUR,0.5548,100406.87,SME,Healthcare,North America,USA,Berlin,342,Failed,955,Analyst,0.03,1,Pending,2026-04-14,2027-04-13,0.083,Bonds,Long-term,Equipment Purchase
1200,2026-04-14,1106,1443945,Transfer,110753.25,GBP,0.9216,102070.2,Retail,Healthcare,Asia,Brazil,Berlin,300,Completed,696,Director,0.97,1,Pending,2026-04-15,2027-04-14,0.07,Bonds,Revolving,Equipment Purchase
1201,2026-04-15,3878,8382003,Transfer,883800.28,GBP,1.2075,1067188.84,Corporate,Healthcare,Asia,USA,Sao Paulo,847,Pending,720,Analyst,0.656,1,Rejected,2026-04-16,2027-04-15,0.053,Property,Long-term,Business Expansion
1202,2026-04-16,1047,7310114,Transfer,343586.73,USD,0.9627,330770.94,Retail,Healthcare,North America,Germany,Berlin,573,Failed,654,Analyst,0.515,0,Pending,2026-04-17,2027-04-16,0.053,None,Installment,Debt Refinancing
1203,2026-04-17,4644,1021253,Deposit,684186.25,USD,1.3065,893889.34,Corporate,Technology,North America,Japan,New York,626,Failed,487,Manager,0.273,0,Pending,2026-04-18,2027-04-17,0.041,Stocks,Long-term,Equipment Purchase
